Karatsuba,SS,Optimized
0.0014110,0.0008890,0.0000660
0.0013990,0.0000090,0.0000020
0.0014510,0.0000030,0.0000030
0.0014080,0.0000080,0.0000020
0.0013550,0.0007810,0.0000480
0.0014350,0.0009200,0.0000790
0.0015170,0.0010070,0.0000850
0.0014580,0.0009200,0.0000780
0.0015030,0.0009630,0.0000800
0.0014070,0.0007420,0.0000510
0.0014310,0.0009250,0.0000770
0.0014130,0.0008910,0.0000680
0.0014340,0.0010330,0.0000920
0.0015340,0.0009840,0.0000740
0.0015150,0.0000030,0.0000030
0.0014410,0.0000050,0.0000030
0.0013720,0.0005410,0.0000310
0.0014420,0.0009650,0.0000810
0.0014320,0.0009640,0.0000790
0.0014120,0.0008780,0.0000940
0.0015330,0.0009910,0.0000920
0.0014150,0.0005520,0.0000390
0.0014040,0.0000040,0.0000030
0.0014630,0.0009230,0.0000800
0.0013390,0.0000030,0.0000020
0.0013710,0.0007230,0.0000360
0.0015340,0.0007040,0.0000550
0.0015300,0.0009770,0.0000710
0.0014070,0.0007880,0.0000570
0.0014950,0.0009660,0.0000810
0.0014080,0.0009090,0.0000700
0.0014790,0.0009970,0.0000810
0.0014140,0.0009440,0.0000700
0.0013960,0.0000100,0.0000020
0.0013610,0.0005020,0.0000230
0.0015100,0.0000040,0.0000050
0.0014540,0.0009070,0.0000700
0.0015850,0.0010070,0.0000900
0.0015410,0.0010040,0.0000790
0.0014450,0.0007910,0.0000520
0.0014320,0.0009460,0.0000810
0.0014170,0.0008090,0.0000590
0.0015300,0.0000110,0.0000040
0.0015970,0.0008070,0.0000560
0.0014000,0.0000100,0.0000020
0.0014320,0.0009530,0.0000820
0.0014360,0.0009200,0.0000780
0.0014350,0.0009210,0.0000790
0.0015470,0.0010390,0.0000910
0.0004740,0.0000020,0.0000020
0.0014550,0.0003490,0.0000200
0.0014100,0.0006750,0.0000340
0.0014030,0.0006690,0.0000520
0.0013930,0.0003270,0.0000180
0.0014410,0.0000040,0.0000020
0.0014000,0.0005210,0.0000080
0.0014930,0.0009210,0.0000820
0.0013980,0.0005150,0.0000150
0.0014350,0.0009210,0.0000820
0.0014610,0.0009210,0.0000790
0.0013390,0.0000020,0.0000030
0.0014850,0.0010340,0.0000810
0.0015090,0.0000020,0.0000040
0.0015290,0.0007060,0.0000520
0.0014270,0.0009010,0.0000620
0.0013710,0.0000040,0.0000030
0.0013400,0.0000020,0.0000030
0.0014150,0.0007170,0.0000540
0.0014120,0.0009650,0.0000610
0.0013380,0.0008410,0.0000530
0.0014090,0.0007880,0.0000480
0.0014050,0.0005180,0.0000130
0.0014400,0.0009210,0.0000800
0.0013160,0.0007810,0.0000340
0.0015420,0.0000030,0.0000020
0.0015270,0.0000090,0.0000030
0.0014310,0.0000020,0.0000020
0.0014400,0.0007350,0.0000350
0.0013570,0.0005680,0.0000300
0.0014350,0.0009520,0.0000790
0.0014050,0.0000040,0.0000020
0.0013810,0.0009100,0.0000590
0.0014180,0.0009130,0.0000690
0.0014330,0.0010250,0.0001040
0.0016310,0.0007130,0.0000430
0.0015710,0.0000110,0.0000040
0.0015510,0.0000090,0.0000020
0.0014600,0.0009340,0.0000420
0.0015620,0.0009830,0.0000850
0.0014360,0.0009260,0.0000800
0.0013980,0.0000040,0.0000020
0.0014320,0.0009070,0.0000650
0.0004360,0.0000030,0.0000010
0.0014340,0.0009180,0.0000790
0.0014370,0.0005850,0.0000380
0.0014350,0.0009190,0.0000780
0.0004390,0.0001070,0.0000010
0.0014300,0.0009180,0.0000790
0.0014000,0.0007840,0.0000610
0.0014040,0.0006150,0.0000240
0.0015320,0.0008720,0.0000580
0.0014230,0.0003840,0.0000210
0.0015460,0.0007580,0.0000480
0.0015430,0.0009290,0.0000740
0.0015300,0.0007950,0.0000490
0.0015230,0.0009900,0.0000780
0.0015220,0.0009130,0.0000690
0.0015340,0.0007280,0.0000450
0.0001580,0.0000020,0.0000020
0.0015520,0.0010320,0.0001130
0.0015740,0.0007410,0.0000640
0.0015470,0.0008920,0.0000690
0.0015430,0.0000110,0.0000040
0.0015320,0.0000090,0.0000040
0.0015960,0.0011090,0.0000950
0.0015040,0.0005970,0.0000050
0.0015740,0.0009390,0.0000590
0.0015910,0.0010390,0.0000910
0.0014620,0.0009900,0.0000650
0.0015600,0.0009800,0.0000810
0.0014550,0.0004090,0.0000030
0.0015440,0.0007130,0.0000480
0.0015560,0.0000110,0.0000040
0.0015550,0.0000070,0.0000040
0.0015800,0.0010210,0.0000920
0.0015370,0.0009080,0.0000880
0.0015870,0.0009840,0.0000760
0.0014090,0.0000030,0.0000030
0.0013170,0.0006570,0.0000340
0.0015730,0.0010400,0.0000900
0.0016580,0.0011110,0.0000940
0.0015120,0.0000030,0.0000020
0.0013210,0.0007710,0.0000360
0.0014270,0.0008630,0.0000590
0.0014310,0.0008860,0.0000640
0.0014110,0.0009090,0.0000660
0.0004390,0.0001980,0.0000310
0.0014020,0.0000040,0.0000030
0.0016130,0.0010260,0.0000900
0.0014180,0.0007280,0.0000290
0.0014860,0.0009320,0.0000750
0.0014110,0.0008440,0.0000640
0.0000020,0.0000000,0.0000020
0.0014300,0.0009670,0.0000800
0.0013980,0.0005170,0.0000060
0.0014130,0.0008930,0.0000650
0.0014190,0.0007910,0.0000450
0.0014370,0.0009230,0.0000810
0.0013260,0.0009050,0.0000590
0.0014150,0.0009320,0.0000630
0.0014410,0.0009230,0.0000800
0.0014060,0.0008860,0.0000680
0.0014300,0.0009210,0.0000790
0.0014760,0.0009360,0.0000820
0.0014430,0.0008630,0.0000650
0.0013450,0.0008520,0.0000490
0.0014070,0.0000090,0.0000030
0.0013320,0.0007270,0.0000410
0.0013980,0.0005230,0.0000130
0.0013220,0.0008800,0.0000550
0.0014320,0.0009920,0.0000830
0.0014600,0.0009250,0.0000800
0.0014120,0.0007470,0.0000580
0.0014980,0.0009390,0.0000850
0.0013220,0.0005560,0.0000270
0.0014130,0.0008100,0.0000760
0.0014190,0.0009010,0.0000700
0.0014230,0.0007710,0.0000590
0.0014340,0.0007370,0.0000530
0.0014750,0.0009680,0.0000770
0.0015660,0.0010480,0.0000920
0.0001590,0.0000750,0.0000010
0.0015400,0.0006340,0.0000400
0.0015810,0.0000050,0.0000040
0.0015810,0.0011400,0.0001030
0.0016110,0.0000040,0.0000030
0.0015350,0.0000110,0.0000030
0.0015520,0.0007390,0.0000540
0.0015320,0.0009740,0.0000770
0.0015720,0.0010020,0.0000870
0.0015690,0.0000090,0.0000030
0.0000030,0.0000010,0.0000010
0.0015730,0.0010080,0.0000810
0.0014630,0.0007590,0.0000450
0.0015080,0.0000110,0.0000030
0.0015460,0.0008610,0.0000690
0.0014410,0.0010290,0.0000540
0.0015540,0.0010220,0.0000900
0.0016020,0.0010480,0.0000860
0.0014670,0.0008480,0.0000440
0.0015370,0.0009290,0.0000730
0.0015480,0.0010040,0.0000890
0.0015380,0.0007660,0.0000590
0.0015200,0.0000100,0.0000030
0.0015210,0.0000040,0.0000030
0.0015310,0.0009710,0.0000810
0.0015060,0.0009140,0.0000580
0.0015690,0.0010200,0.0000910
0.0015580,0.0010070,0.0000880
0.0015700,0.0010240,0.0001050
0.0015630,0.0009350,0.0000760
0.0014070,0.0007380,0.0000550
0.0014110,0.0008590,0.0000790
0.0013980,0.0000030,0.0000030
0.0014080,0.0009410,0.0000690
0.0014360,0.0009200,0.0000790
0.0014290,0.0009190,0.0000790
0.0013990,0.0008410,0.0000630
0.0014670,0.0009220,0.0000780
0.0013300,0.0007450,0.0000370
0.0014270,0.0000080,0.0000040
0.0014370,0.0007390,0.0000480
0.0014360,0.0009200,0.0000790
0.0014340,0.0009210,0.0000780
0.0014620,0.0009200,0.0000790
0.0014000,0.0007850,0.0000560
0.0013260,0.0005890,0.0000340
0.0014360,0.0009450,0.0000810
0.0014390,0.0008130,0.0000590
0.0014720,0.0009230,0.0000810
0.0014340,0.0009200,0.0000790
0.0014060,0.0008020,0.0000510
0.0014110,0.0009070,0.0000690
0.0014000,0.0000030,0.0000020
0.0014430,0.0008590,0.0000600
0.0014570,0.0009220,0.0000810
0.0014350,0.0009240,0.0000790
0.0014060,0.0008380,0.0000610
0.0013470,0.0005900,0.0000230
0.0014050,0.0005390,0.0000320
0.0014100,0.0009100,0.0000600
0.0014100,0.0008680,0.0000560
0.0014300,0.0009200,0.0000790
0.0014290,0.0009300,0.0000880
0.0014020,0.0008090,0.0000600
0.0015370,0.0009440,0.0000850
0.0014010,0.0005860,0.0000370
0.0014330,0.0009350,0.0000810
0.0014200,0.0009160,0.0000690
0.0014410,0.0008630,0.0000600
0.0013160,0.0000050,0.0000020
0.0014750,0.0007910,0.0000600
0.0013370,0.0007930,0.0000440
0.0014360,0.0009240,0.0000800
0.0014110,0.0009170,0.0000710
0.0015350,0.0009670,0.0000740
0.0014370,0.0006420,0.0000200
0.0015460,0.0009160,0.0000720
0.0014660,0.0009200,0.0000800
0.0014850,0.0009190,0.0000790
0.0014090,0.0008390,0.0000630
0.0014380,0.0009220,0.0000800
0.0014070,0.0009050,0.0000690
0.0014590,0.0009730,0.0000880
0.0014390,0.0000040,0.0000020
0.0014410,0.0009340,0.0000820
0.0014050,0.0008680,0.0000620
0.0014350,0.0009670,0.0000780
0.0014100,0.0008630,0.0000660
0.0014020,0.0006360,0.0000520
0.0014620,0.0009240,0.0000800
0.0014620,0.0009190,0.0000770
0.0014330,0.0009380,0.0000850
0.0013390,0.0007690,0.0000360
0.0014290,0.0009250,0.0000800
0.0014330,0.0009500,0.0000830
0.0014430,0.0000040,0.0000030
0.0014350,0.0006470,0.0000360
0.0015260,0.0009900,0.0000590
0.0015420,0.0009220,0.0000810
0.0000020,0.0000010,0.0000000
0.0014320,0.0009520,0.0000780
0.0014370,0.0009190,0.0000780
0.0014330,0.0009500,0.0000790
0.0014300,0.0009190,0.0000770
0.0014340,0.0009250,0.0000740
0.0013870,0.0007530,0.0000490
0.0014510,0.0010170,0.0000740
0.0013660,0.0006590,0.0000250
0.0014440,0.0009420,0.0000570
0.0015280,0.0000030,0.0000040
0.0015580,0.0010100,0.0001000
0.0014400,0.0000070,0.0000020
0.0014670,0.0009570,0.0000820
0.0014090,0.0006650,0.0000450
0.0014230,0.0009570,0.0000710
0.0014070,0.0000030,0.0000040
0.0000490,0.0000010,0.0000000
0.0014030,0.0007580,0.0000490
0.0014050,0.0007960,0.0000600
0.0014430,0.0008690,0.0000650
0.0014240,0.0000080,0.0000030
0.0015700,0.0009290,0.0000640
0.0014740,0.0000070,0.0000030
0.0016130,0.0010960,0.0000970
0.0000030,0.0000020,0.0000020
0.0016270,0.0009870,0.0000920
0.0014930,0.0007690,0.0000530
0.0014350,0.0006920,0.0000470
0.0014340,0.0007840,0.0000550
0.0013990,0.0005410,0.0000340
0.0014410,0.0008540,0.0000600
0.0014550,0.0009600,0.0000810
0.0013270,0.0008280,0.0000400
0.0015340,0.0010160,0.0000760
0.0000550,0.0000020,0.0000010
0.0014930,0.0010080,0.0000680
0.0015350,0.0009030,0.0000690
0.0014360,0.0009480,0.0000810
0.0014330,0.0009220,0.0000780
0.0014340,0.0009200,0.0000780
0.0013710,0.0006780,0.0000370
0.0013160,0.0005360,0.0000240
0.0014320,0.0007870,0.0000580
0.0014280,0.0000090,0.0000030
0.0014120,0.0009540,0.0000680
0.0014030,0.0007860,0.0000540
0.0014360,0.0009210,0.0000780
0.0013310,0.0008690,0.0000520
0.0013150,0.0000040,0.0000030
0.0013170,0.0000030,0.0000030
0.0014060,0.0009170,0.0000640
0.0014060,0.0000090,0.0000020
0.0013990,0.0008090,0.0000490
0.0014140,0.0009170,0.0000710
0.0014110,0.0009440,0.0000690
0.0014300,0.0009230,0.0000790
0.0004380,0.0002530,0.0000130
0.0014170,0.0000100,0.0000030
0.0013980,0.0000080,0.0000030
0.0014610,0.0009230,0.0000790
0.0004350,0.0000030,0.0000010
0.0013430,0.0000030,0.0000030
0.0013970,0.0000020,0.0000030
0.0013990,0.0000030,0.0000020
0.0001450,0.0000020,0.0000010
0.0013290,0.0006300,0.0000370
0.0014360,0.0007660,0.0000570
0.0014370,0.0009200,0.0000780
0.0013810,0.0006480,0.0000310
0.0013640,0.0000020,0.0000030
0.0014380,0.0009420,0.0000910
0.0013180,0.0005390,0.0000270
0.0014490,0.0006660,0.0000530
0.0014220,0.0009140,0.0000700
0.0013140,0.0000040,0.0000020
0.0014120,0.0008450,0.0000610
0.0014370,0.0009200,0.0000800
0.0013480,0.0000030,0.0000030
0.0013190,0.0007320,0.0000330
0.0014590,0.0009210,0.0000800
